ID,Title,Content,Date,Slug,Status,"Image Featured",wpcf-in-the-news-published-date,in_the_news_source,in_the_news_og_article_url,in_the_news_date,in_the_news_image,in_the_news_image_url,"Featured on Listing Page?",perspective_business_sector,"Content Series Applied",news_slider_short_title,in_the_news_summury,"Mobile Featured Image","Push notification","Publish on mobile ?",_wpml_import_language_code,_wpml_import_source_language_code,_wpml_import_translation_group
87338,"World health is at a critical junction","<p>Dr. <a href=""https://www.alj.com/en/our-people/akram-bouchenaki/"">Akram Bouchenaki</a>, Chief Executive Officer, <a href=""http://www.aljhealth.com"">Abdul Latif Jameel Health</a> writes an exclusive opinion piece in <a href=""http://arabianbusiness.com"">Arabian Business</a> to mark <a href=""https://www.who.int/westernpacific/news/events/world-health-day"">World Health Day</a>, 7 April 2021, and says now is the time to look at how to build a fairer, healthier world as the globe recovers from coronavirus.  </p>
<blockquote>
<p>""As we celebrate the 71st United Nations World Health Day, we are reminded of the importance that health plays in our everyday lives. There have unfortunately been many occasions in the past where outbreaks of diseases globally including Ebola, SARS, MERS, Avian Flu and not forgetting malaria – the world’s biggest killer – have brought the case for “inclusive healthcare for all” into sharp relief.</p>
<p>""But few have had the dislocating and widespread impact in so many countries as we have seen from Covid-19."" - Akram Bouchenaki, CEO, Abdul Latif Jameel Health</p>
</blockquote>
<p>The theme of this year's international awareness day is <strong>building a fairer, healthier world for everyone</strong>, a vision shared by Abdul Latif Jameel Health.  </p>
<p><iframe src=""//www.youtube.com/embed/jiS_-wrtPBE"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>","2021-04-07 12:43:17",world-health-is-at-a-critical-junction,publish,https://media.alj.com/app/uploads/2021/04/World-Health-Day.jpg,1617753600,ArabianBusiness.com,https://www.arabianbusiness.com/comment/461678-world-health-is-at-critical-junction,"7 April, 2021",87339,https://media.alj.com/app/uploads/2021/04/AB-2.jpg,,16660,,"World health is at a critical junction","<p>Dr Akram Bouchenaki, Chief Executive Officer, Abdul Latif Jameel Health writes an exclusive opinion piece in Arabian Business to mark World Health Day, 7 April 2021</p>
",https://media.alj.com/app/uploads/2021/04/World-Health-Day.jpg,no,yes,en,,671311
89459,"Jameel Family committed to making the world a better place","<p><a href=""https://www.arabnews.com/"">Arab News</a> reports on a new animated video which is illustrating the numerous achievements of the globally diversified family business Abdul Latif Jameel, global investment arm <a href=""https://jimco.com/en/"" rel=""noopener"" target=""_blank"">JIMCO</a>, and the family’s philanthropic and community activities, including Bab Rizq Jameel, Art Jameel, Community Jameel Saudi, and Community Jameel.</p>
<p>Marking 75 years of commercial operations — and three quarters of a century of associated philanthropy — the Jameel family has reinforced its commitment to driving positive change and thereby realizing the potential of people, business and communities — the guiding principles pioneered by the business’ founder, the late Abdul Latif Jameel, since its beginnings in the mid-1940s.</p>
<p>In doing so, the Jameel family has underlined its ongoing contribution toward the <a href=""https://www.un.org/sustainabledevelopment/"">UN’s Sustainable Development Goals</a> (SDG).</p>
<p>In 2015, UN member states adopted the 2030 Agenda for Sustainable Development, creating a shared blueprint for global peace and prosperity. Acknowledging that governments alone cannot accomplish these ambitious goals, the Jameel family has built diverse and wide-ranging alliances based on respect, shared values, and a mutual vision of creating tangible impact toward achieving the SDGs. </p>","2021-06-08 12:59:18",jameel-family-committed-to-making-the-world-a-better-place,publish,https://media.alj.com/app/uploads/2021/05/sdgs_un_headquerters-tn.jpg,1623110400,"Arab News",https://www.arabnews.com/node/1872371/corporate-news,"June 8, 2021",79166,https://media.alj.com/app/uploads/2020/10/arab-news-logo.jpg,,1900,showcase-series-un-sdg,"Jameel Family's commitment to global prosperity","<p>Arab News reports on a new animated video which illustrates the achievements of Abdul Latif Jameel, global investment arm JIMCO, and the family’s philanthropic activities, including Bab Rizq Jameel, Art Jameel, Community Jameel Saudi, and Community Jameel.</p>
",https://media.alj.com/app/uploads/2021/05/sdgs_un_headquerters-tn.jpg,no,,en,,671522
90009,"Private capital: a key driver of sustainable recovery","<p><a href=""https://www.alj.com/en/our-people/fady-jameel/"">Fady Jameel</a>, Deputy President and Vice Chairman, Abdul Latif Jameel features on the cover of the latest issue of 'Smart', the disruptive global water industry magazine.</p>
<p>He discusses a wide range of topics, including the work of Abdul Latif Jameel Energy's dedicated water solutions unit, <a href=""https://almarwater.com/"" target=""_blank"" rel=""noopener"">Almar Water Solutions</a>, and the <a href=""https://jwafs.mit.edu/"" target=""_blank"" rel=""noopener"">Abdul Latif Jameel Water and Food Systems Lab</a> (J-WAFS) at MIT.</p>
<blockquote>
<p>“It’s important for us to set an example of how private capital can be a key driver addressing global challenges facing mankind,” he says.</p>
</blockquote>
<p><img class=""aligncenter wp-image-90013 size-full"" src=""https://www.alj.com/app/uploads/2021/06/Fady_Smart_Magazine_LinkedIn2.jpg"" alt="""" width=""1200"" height=""627"" /></p>","2021-06-27 13:11:35",private-capital-a-key-driver-of-sustainable-recovery,publish,https://media.alj.com/app/uploads/2016/10/alj-on-the-horizon-global-waste.jpg,1624492800,"Smart Water Magazine",https://smartwatermagazine.com/bimonthly/8,"June 2021",79068,https://media.alj.com/app/uploads/2020/10/smart-logo.jpg,,193,,"Fady Jameel on the cover of Smart Water Magazine","<p>Fady Jameel, Deputy President and Vice Chairman, Abdul Latif Jameel features on the cover of the latest issue of 'Smart', the disruptive global water industry magazine.</p>
",https://media.alj.com/app/uploads/2016/10/alj-on-the-horizon-global-waste.jpg,no,,en,,671573
90059,"Community Jameel Saudi’s new strategy for a better future","<p>Congratulations to <a href=""https://www.communityjameelsaudi.org/en/"" target=""_blank"" rel=""noopener"">Community Jameel Saudi</a> on the launch of their new strategy, built around six areas: community healthcare, women empowerment, entrepreneur advancement, competency development, climate change, and humanitarian initiatives.</p>
<p><a href=""https://www.arabnews.com/"" target=""_blank"" rel=""noopener"">Arab News</a> reports on the new approach, which builds upon 75 years of development and humanitarian initiatives, which started in the 1940s.  It reports that Community Jameel Saudi today is reinforcing the advancement of Saudi society.</p>
<p>The foundation has now set forward an ambitious new strategy that focuses on five key development areas. Espousing the slogan “Innovate for a better future,” the key areas of competency development, entrepreneur advancement, women’s empowerment, community well-being, climate change and humanitarian initiatives intersect in a series of innovative programs that aim to provide job opportunities to the nation’s youth and women. They aim to contribute to finding new ways to provide a better life for society members, thus maintaining the economy and industry prosperity.</p>
<p>Mohammed Jameel, Chairman of Community Jameel, said:</p>
<blockquote>
<p>“We are always keen to ensure that the initiatives implemented by Community Jameel Saudi are in line with the Kingdom’s Vision 2030 and based on data and research, all while adopting innovative solutions, employing the latest technologies, and targeting youth and continuous development. A specialized team known for its efficient management oversees the work of the foundation. The team works on developing an integrated system that can analyze any obstacles facing specific segments or groups within Saudi society and propose appropriate solutions for the medium and long-term.”</p>
</blockquote>","2021-07-01 11:11:21",community-jameel-saudis-new-strategy-for-a-better-future,publish,https://media.alj.com/app/uploads/2021/06/Community-Jameel-Saudi-launch-2.jpg,1625011200,"Arab News",https://www.arabnews.com/node/1885686/corporate-news,"30 June, 2021",79166,https://media.alj.com/app/uploads/2020/10/arab-news-logo.jpg,,,,"Community Jameel Saudi's new strategy for a better future","<p>Congratulations to Community Jameel Saudi on the launch of their new strategy, built around six areas: community healthcare, women empowerment, entrepreneur advancement, competency development, climate change, and humanitarian initiatives.</p>
",https://media.alj.com/app/uploads/2021/06/Community-Jameel-Saudi-launch-2.jpg,no,,en,,671577
92231,"Work begins at UK's largest battery storage project","<p>Bloomberg.com reports on the latest news from FRV and Harmony Energy that work has started on Clay Tye, the UK's largest battery energy storage development project of its kind.</p>","1970-01-01 00:00:00",,draft,,1631059200,,,,,,,,,,,,no,,en,,987683
96697,"Everything to know about Rally Jameel, Saudi Arabia's first-ever off-road navigation rally for female drivers","<p>Vogue Arabia reports on <a href=""https://rallyjameel.com/en"" target=""_blank"" rel=""noopener"">Rally Jameel</a>, Saudi Arabia's first-ever off-road navigation rally for female drivers, the first of its kind in the Arab world.  The event takes place from March 17-19, 2022 with a 900km route that starts in Hail, passing through Al Qassim, and ending in Riyadh.</p>
<p>In line with the Kingdom’s <a href=""https://www.vision2030.gov.sa/"" target=""_blank"" rel=""noopener"">Vision 2030</a>—of which women empowerment is an integral pillar—the rally will not be a race of speed, but will test participants on their precise navigation skills. The challenging route, which is set to vary by 300 to 500km per day, will feature elements of headings, hidden checkpoints, time, distance, and strategy using navigation systems, and road books. Participation is limited to 20 women drivers who will be selected by the organizing committee, with teams of two (driver and an assistant) driving unmodified manufactured four-wheel or all-wheel-drive vehicles. So far, 34 teams from 15 countries have signed up to take part in the rally, with drivers ranging from seasoned veterans to beginners.</p>
<p><iframe src=""//www.youtube.com/embed/SAooif7tiZI"" width=""560"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></p>
<p>The rally was announced by <a href=""https://www.alj.com/en/transportation/transportation-overview/"" target=""_blank"" rel=""noopener"">Abdul Latif Jameel Motors</a>, the authorized distributor of <a href=""https://www.toyota.com.sa/"" target=""_blank"" rel=""noopener"">Toyota in Saudi Arabia</a>.</p>
<p>Commenting on the launch, <a href=""https://www.linkedin.com/in/munir-khoja-526a369/"" target=""_blank"" rel=""noopener"">Munir Khoja</a>, Managing Director, Marketing Communications, Abdul Latif Jameel Motors Saudi Arabia, stated:</p>
<blockquote>
<p>“We are proud today to launch Rally Jameel which will set new benchmarks for women’s motorsports in the Kingdom.” He added: “By organizing Rally Jameel we aim to achieve our higher national goals, as the event will draw the attention of motorsports enthusiasts across the globe to our cities that will host this rally — which is a great opportunity for them to see the Kingdom’s cultural and historical dimensions, and its expansive tourism opportunities.”</p>
</blockquote>","2022-03-18 06:16:58",everything-to-know-about-rally-jameel-saudi-arabias-first-ever-off-road-navigation-rally-for-female-drivers,publish,https://media.alj.com/app/uploads/2022/03/Rally-Jameel.jpg,1647388800,"Vogue Arabia",https://en.vogue.me/culture/saudi-arabia-rally-jameel-womens-only-motoring-event/,"March 16, 2022",96705,https://media.alj.com/app/uploads/2022/03/Vogue-Arabia-web.jpg,,167,,"Everything you need to know about Rally Jameel","<p>Vogue Arabia outlines everything to know about Rally Jameel, Saudi Arabia's first female-only navigational race, which runs from March 17-19, 2022.</p>
",https://media.alj.com/app/uploads/2022/03/Rally-Jameel.jpg,no,yes,en,,988189
97059,"Health equity: A framework for the epidemiology of care","<p>McKinsey &amp; Co reports on the pharmaceutical and life sciences companies that can unlock new opportunities, help underserved patients, and build a cycle of trust.</p>
<p>In the long form article, they state that individual companies or groups of companies can share their unique capabilities by partnering in specific regions.</p>
<blockquote>
<p>""Abdul Latif Jameel Health and Butterfly Network, for example, are partnering to bring an advanced ultrasound device to underserved people across the Middle East, North Africa, and India. Best Buy Health, Boston Children’s Hospital, Alphabet, Microsoft, Validi, and others have joined the Health Equity and Access Leadership (HEAL) Coalition to mitigate health disparities through technology.""</p>
</blockquote>
<p>&nbsp;</p>","2022-03-23 08:13:25",health-equity-a-framework-for-the-epidemiology-of-care,publish,https://media.alj.com/app/uploads/2021/11/Butterfly-probe-in-use.jpg,1647820800,"McKinsey & Co",https://www.mckinsey.com/industries/life-sciences/our-insights/health-equity-a-framework-for-the-epidemiology-of-care,"March 21, 2022",79026,https://media.alj.com/app/uploads/2020/10/mckinsey.jpg,,16660,,"Health equity and the epidemiology of care","<p>McKinsey &amp; Co reports on the pharmaceutical and life sciences companies that can unlock new opportunities, help underserved patients, and build a cycle of trust.</p>
",https://media.alj.com/app/uploads/2021/11/Butterfly-probe-in-use.jpg,no,,en,,988223
97708,"They Just Got Driver’s Licenses, and Now They’re Going Off-Road","<div class=""dj_article_lp dj_article_section"">
<p class=""dj_article_paragraph""><span class=""dj_article_plain"">The starting line for the </span><span class=""dj_article_highlight"">Rally Jameel</span><span class=""dj_article_plain""> was drawn in 2017, when women in Saudi Arabia </span><a class=""dj_article_elink"" data-href=""https://www.nytimes.com/2017/09/26/world/middleeast/saudi-arabia-women-drive.html"">earned the right to a driver’s license</a><span class=""dj_article_plain"">. Last month, the ceremonial green flag finally fell on the Kingdom’s first all-women </span><span class=""dj_article_highlight"">rally</span><span class=""dj_article_plain""> at Qishlah Palace in Hail, waved by Prince Abdulaziz bin Saad bin Abdulaziz, and Saudi Arabia marked another historic beginning for women.</span></p>
</div>
<div class=""dj_article_td dj_article_section"">
<p class=""dj_article_paragraph""><span class=""dj_article_plain"">The starting line for the <span class=""dj_article_highlight"">Rally Jameel</span> was drawn in 2017, when women in Saudi Arabia <a class=""dj_article_elink"" data-href=""https://www.nytimes.com/2017/09/26/world/middleeast/saudi-arabia-women-drive.html"">earned the right to a driver’s license</a>. Last month, the ceremonial green flag finally fell on the Kingdom’s first all-women <span class=""dj_article_highlight"">rally</span> at Qishlah Palace in Hail, waved by Prince Abdulaziz bin Saad bin Abdulaziz, and Saudi Arabia marked another historic beginning for women.e era of women’s motorsports in the Kingdom. Rallying, or desert racing, originated in the early 20th century. Racers drive long distances, typically in stages, over rough off-road terrain in modified vehicles. Often courses, such as the famous Paris-Dakar </span><span class=""dj_article_highlight"">Rally</span><span class=""dj_article_plain"">, include checkpoints or waypoints where drivers and navigators collect points as they plot their way to the finish line.</span></p>
</div>","2022-04-04 10:06:25",they-just-got-drivers-licenses-and-now-theyre-going-off-road,publish,https://media.alj.com/app/uploads/2022/04/NYT-Rally-Jameel.jpg,1649030400,"The New York Times",https://www.nytimes.com/2022/04/04/business/rally-jameel-women.html,"April 4, 2022",97725,https://media.alj.com/app/uploads/2022/04/NYT-Logo-2.png,,167,,"They Just Got Driver’s Licenses and Now They’re Going Off-Road","<p>The starting line for the Rally Jameel was drawn in 2017, when women in Saudi Arabia earned the right to a driver’s license. Last month, the ceremonial green flag finally fell on the Kingdom’s first all-women rally at Qishlah Palace in Hail, waved by Prince Abdulaziz bin Saad bin Abdulaziz, and Saudi Arabia marked another historic beginning for women.</p>
",https://media.alj.com/app/uploads/2022/04/NYT-Rally-Jameel.jpg,no,yes,en,,988302
98670,"Saudi Arabia gives wings to urban air mobility","<p>Aviation experts and leaders will gather from all over the world to attend the <a href=""https://futureaviationforum.com/"" target=""_blank"" rel=""noopener"">Future Aviation Forum,</a> a two-day event to showcase the advancements in international air travel, as Saudi Arabia aims to generate $100 million from the aviation sector by 2030.</p>
<p><a href=""https://www.arabnews.com/"" target=""_blank"" rel=""noopener"">Arab News</a> reports on the new event and highlights the role that <a href=""https://jimco.com/en/"" target=""_blank"" rel=""noopener"">JIMCO</a> (the Jameel Investment Management Company) is playing by investing in <a href=""https://www.jobyaviation.com/"" target=""_blank"" rel=""noopener"">Joby Aviation</a>, (NYSE: JOBY), a California-headquartered future mobility company developing and manufacturing an all-electric, vertical take-off and landing (eVTOL) aircraft which are intended to operate as a fast, clean, quiet and affordable air taxi service and commercial passenger transport beginning in 2024.</p>
<p>The article quotes <a href=""https://alj.com/en/our-people/hassan-jameel/"">Hassan Jameel</a>, Deputy President and Vice Chairman, Abdul Latif Jameel, who said:</p>
<blockquote>
<p>“Air taxi service is still in the early stages of commercialization, but one that has the potential to completely transform the future of mobility.  We are excited to be a part of this new chapter for the sector, bringing fast, affordable, and zero-emissions air mobility to Saudi Arabia and the wider MENA region.""</p>
</blockquote>","2022-05-09 12:03:10",saudi-arabia-gives-wings-to-urban-air-mobility,publish,https://media.alj.com/app/uploads/2021/02/Joby-Aviation-Merger-1.jpg,1652054400,"Arab News",arabnews.com/node/2077861/business-economy,"May 9, 2022",79166,https://media.alj.com/app/uploads/2020/10/arab-news-logo.jpg,,,,"Saudi Arabia gives wings to urban air mobility","<p>Aviation experts and leaders will gather from all over the world to attend the <a href=""https://futureaviationforum.com/"" target=""_blank"" rel=""noopener"">Future Aviation Forum,</a> a two-day event to showcase the advancements in international air travel, as Saudi Arabia aims to generate $100 million from the aviation sector by 2030.</p>
",https://media.alj.com/app/uploads/2021/02/Joby-Aviation-Merger-1.jpg,no,,en,,988364
98946,"Partnering for health equity","<p>In a new exclusive interview with <a href=""https://www.mckinsey.com/"" target=""_blank"" rel=""noopener"">McKinsey &amp; Co</a>, Dr. <a href=""https://alj.com/en/our-people/akram-bouchenaki/"" target=""_blank"" rel=""noopener"">Akram Bouchenaki</a>, CEO, <a href=""https://aljhealth.com/en/"" target=""_blank"" rel=""noopener"">Abdul Latif Jameel Health</a> discusses the global trends in health equity—and new possibilities for solutions. </p>
<p>In response to a question over whether healthcare disparities are an evergreen challenge—and perhaps even the norm, Dr. Bouchenaki said:</p>
<blockquote>
<p>""The healthcare disparities we see today are acute. If this were a patient you were trying to treat, right now we’d be in a crisis phase. These disparities have always existed, but the pandemic has made them even more pronounced and visible. Look at a simple example: the world average of COVID-19 vaccination is above 60 percent; in Africa, it is about 15 percent.</p>
<p>""But disparities are also chronic. Looking at healthcare spend between the United States and an African market, for example, you see magnitudes of difference. You cannot expect to get similar access to care in a country that is spending $10,000 per person per year on healthcare as in a country or region that is spending $250 per person a year. And the truth is, you also see these differences within countries.</p>
<p>""The COVID-19 pandemic has shown, starkly, that we are one world. We are a small planet, and we absolutely cannot think in silos. Combating disparities in access to care is the moral thing to do, and the good thing to do.""</p>
</blockquote>
<p>When asked what excites him about the future, he is positive:</p>
<blockquote>
<p>""It’s all very exciting. We are in a unique time in the history of medical science. Right now, there is an incredible conjunction of chemistry, biology, cellular therapy, and artificial intelligence. The work that has been done over the past two decades in understanding the human genome is now yielding results, and the understanding of new cellular pathways to disease is a reality. Small companies and small research labs are hugely productive these days.""</p>
</blockquote>","2022-05-18 02:48:51",partnering-for-health-equity,publish,https://media.alj.com/app/uploads/2020/10/Health-in-Africa-8.jpg,1652400000,"McKinsey & Co",https://www.mckinsey.com/industries/healthcare-systems-and-services/our-insights/partnering-for-health-equity-alj-healths-akram-bouchenaki?cid=app,"May 13, 2022",79026,https://media.alj.com/app/uploads/2020/10/mckinsey.jpg,,16660,,"Partnering for health equity","<p>In a new exclusive interview with McKinsey &amp; Co, Dr. Akram Bouchenaki, CEO, Abdul Latif Jameel Health discusses the global trends in health equity—and new possibilities for solutions. </p>
",https://media.alj.com/app/uploads/2020/10/Health-in-Africa-8.jpg,no,,en,,988391
100642,"Abdul Latif Jameel bets on e-scooters and autos","<p>Renowned technology and trends magazine <a href=""https://wired.me/"" target=""_blank"" rel=""noopener"">WIRED Middle East</a> reports on the <a href=""https://alj.com/en/news/abdul-latif-jameel-invests-in-greaves-electric-mobility-one-of-indias-leading-two-to-three-wheeler-electric-mobility-companies/"">recent announcement</a> that Abdul Latif Jameel has invested in Greaves Electric Mobility, one of India’s leading two-to-three-wheeler Electric Vehicles (EV) manufacturers.</p>
<p>It reports:</p>
<blockquote>
<p class=""post-sub-title"">One of Saudi Arabia's most prominent auto-dealers committed to invest $220 million in the EV arm of Indian corporation Greaves Cotton, marking one of the largest investments in the affordable EV sector to date.</p>
<p>The initial funding gives Abdul Latif Jameel a 36 percent stake in the Indian EV manufacturers, transforming the Saudi investors into the company’s second-largest shareholder.</p>
</blockquote>
<p><span class=""lt-line-clamp__line"">WIRED Middle East is the 5th edition of the award-winning global publication, with a specific view on the technologies,</span> <span class=""lt-line-clamp__line lt-line-clamp__line--last"">trends, and forces impacting the Middle East region and culture.</span></p>","2022-07-26 09:06:25",abdul-latif-jameel-bets-on-e-scooters-and-autos,publish,https://media.alj.com/app/uploads/2022/07/Greaves-Electric-Mobility.jpg,1654128000,"WIRED Middle East",https://wired.me/gear/abdul-latif-jameel-bets-on-indias-electric-scooters-and-autos/,"June 2, 2022",83183,https://media.alj.com/app/uploads/2021/01/WIRED.jpg,,167,,"Abdul Latif Jameel bets on e-scooters and autos","<p>WIRED Middle East reports that Abdul Latif Jameel has invested in Greaves Electric Mobility, one of India’s leading two-to-three-wheeler Electric Vehicles (EV) manufacturers.</p>
",https://media.alj.com/app/uploads/2022/07/Greaves-Electric-Mobility.jpg,no,,en,,988593
103902,"Success stories for crowd investment in renewable energy projects are mounting","<p>In a new op-ed for <a href=""https://www.thenationalnews.com/"" target=""_blank"" rel=""noopener"">The National</a>, one of the UAE's most respected daily newspapers, <a href=""https://alj.com/en/our-people/fady-jameel/"">Fady Jameel</a> writes about the need to take crowdfunding seriously.  </p>
<p>He writes:</p>
<blockquote>
<p>""When it comes to crowdinvesting, inclusion and equality are among its core tenets. Anyone who believes in the potential of a technology, or a cause, can support it – and in doing so can make a meaningful contribution to vital fields, such as clean energy. It is also a powerful communication tool which allows full transparency and open communication around project financing and delivery, reinforcing its potential as a source of empowerment. In the energy sector, investors and users become one and the same – shifting from a top-down model to a decentralized one that better serves the interests of citizens, communities and local businesses alike.""</p>
</blockquote>","2022-11-10 11:36:43",success-stories-for-crowd-investment-in-renewable-energy-projects-are-mounting,publish,https://media.alj.com/app/uploads/2017/05/jordansolarprojectstopower.jpg,1668038400,"The National",https://www.thenationalnews.com/opinion/comment/2022/11/10/to-get-clean-energy-into-the-developing-world-we-should-take-crowdfunding-seriously/,"November 10, 2022",79103,https://media.alj.com/app/uploads/2020/10/the-national.jpg,,193,,"Time to take crowdinvesting seriously","<p>In a new op-ed for The National, Fady Jameel argues that in order to get clean energy into the developing world, we should take crowdfunding seriously.</p>
",https://media.alj.com/app/uploads/2017/05/jordansolarprojectstopower.jpg,no,,en,,988924
106651,"Saudi Careem drivers can now finance own cars","<a href=""https://www.arabianbusiness.com/"" target=""_blank"" rel=""noopener"">Arabian Business</a> reports on the launch of a new finance program by <a href=""https://www.aljfinance.com/index.aspx"" target=""_blank"" rel=""noopener"">Abdul Latif Jameel Finance</a> and <a href=""https://blog.careem.com/en/ksa/"" target=""_blank"" rel=""noopener"">Careem</a> in Saudi Arabia, enabling Careem Captains in the country to finance their own cars.

The article includes quotes from <a href=""https://alj.com/en/our-people/dr-khalid-d-al-karimy/"" target=""_blank"" rel=""noopener"">Dr Khalid Al Karimy</a>, CEO, Abdul Latif Jameel Finance and Ahmad Arrabi, General Manager of Careem Saudi Arabia.

<a href=""https://help.careem.com/hc/en-us/categories/360000043928-Careem-Captain"" target=""_blank"" rel=""noreferrer noopener nofollow"" data-type=""URL"" data-id=""https://help.careem.com/hc/en-us/categories/360000043928-Careem-Captain"">Careem Captains </a> will be able to obtain new models of Toyota, Lexus, KIA, Hyundai, Geely, Suzuki, and MG vehicles through the new initiative.","2023-03-07 12:24:20",saudi-careem-drivers-can-now-finance-own-cars,publish,https://media.alj.com/app/uploads/2023/03/Careem-Captains.jpg,1678060800,"Arabian Business",https://www.arabianbusiness.com/industries/banking-finance/saudi-careem-drivers-can-now-finance-own-cars,"March 6, 2023",115902,https://media.alj.com/app/uploads/2023/03/arabian-business-new.png,,178,,"Saudi Careem drivers can now finance own cars","<p>Arabian Business reports on the new finance program launched by Abdul Latif Jameel Finance and Careem in Saudi Arabia</p>
",https://media.alj.com/app/uploads/2023/03/Careem-Captains.jpg,no,,en,,989208
107040,"Using unconventional water resources to secure supply","<p>While a multifaceted approach to managing water scarcity is needed, the role of unconventional water resources, driven by innovative technology, is often wildly underestimated, says <a href=""https://alj.com/en/our-people/carlos-cosin/"">Carlos Cosín</a>, CEO of <a href=""https://almarwater.com/"" target=""_blank"" rel=""noopener"">Almar Water Solutions</a> in <a href=""https://www.meed.com/"" target=""_blank"" rel=""noopener"">MEED</a>, the Middle East business intelligence news platform.</p>
<p>The exclusive op-ed discusses desalination and water reuse, the effects of climate change on water and the environment, and how much more there is to do in introducing innovative water management and planning solutions.</p>
<p>Carlos writes:</p>
<blockquote>
<p>""Water scarcity affects the entire world and relations between nations. Therefore, there must be enhanced knowledge transfer at a global level around water scarcity and the non-conventional water solutions that aim to tackle it.</p>
<p>""While calculating the economic advantages and disadvantages of unconventional water resources is complex, it is an important exercise to guide policymakers towards better decision-making.""</p>
</blockquote>
<p>&nbsp;</p>","2023-03-22 05:27:06",using-unconventional-water-resources-to-secure-supply,publish,https://media.alj.com/app/uploads/2022/07/46020615_m.jpg,1677628800,MEED,https://www.meed.com/using-unconventional-water-resources-to-secure-supply,"March 1, 2023",14010,https://media.alj.com/app/uploads/2017/09/MEED.jpg,,193,,"Unconventional water resources secure supply ","<p>An exclusive op-ed with Carlos Cosin, CEO, Almar Water Solutions in MEED discussing the use of water resources in securing supply globally</p>
",https://media.alj.com/app/uploads/2022/07/46020615_m.jpg,no,,en,,989261
113711,"Abdul Latif Jameel Health acquires majority stake in gene therapy pioneer Genpharm","<a href=""https://www.arabnews.com/"">Arab News</a> reports on a <a href=""https://www.arabnews.com/node/2451791/corporate-news"">new announcement</a> that <a href=""https://aljhealth.com/en/"">Abdul Latif Jameel Health</a>, part of Abdul Latif Jameel, has announced its strategic acquisition of a majority stake in <a href=""https://www.genpharmservices.com/"">Genpharm</a>, a specialty pharmaceutical marketing and consulting company with market access across the Middle East, North Africa and Turkiye.

It reports:
<blockquote>The agreement marks a significant milestone for both businesses as they work together in putting patients first, driving healthcare inclusivity and accelerating access to modern medical care for those who need it most.</blockquote>
<span class=""lt-line-clamp__line"">Arab News, Saudi Arabia’s first English language daily newspaper was founded in 1975 and has become</span> <span class=""lt-line-clamp__line"">the Middle East’s leading English daily. </span>","2024-02-01 12:32:35",abdul-latif-jameel-health-acquires-majority-stake-in-gene-therapy-pioneer-genpharm,publish,https://media.alj.com/app/uploads/2024/01/Genpharm_Press_release_Photo-scaled.jpg,1706745600,"Arab News",https://www.arabnews.com/node/2451791/corporate-news,"January 31, 2024",61197,https://media.alj.com/app/uploads/2020/05/Arab-News-logo.jpg,,16660,,"Abdul Latif Jameel Health acquires majority stake in Genpharm","<p>Arab News reports on a new announcement that Abdul Latif Jameel Health, part of Abdul Latif Jameel, a nearly 80-year-old internationally diversified business, has announced its strategic acquisition of a majority stake in Genpharm, a specialty pharmaceutical marketing and consulting company with market access across the Middle East, North Africa and Turkiye.</p>
",https://media.alj.com/app/uploads/2024/01/Untitled-1-1.jpg,no,,en,,990027
