ID,Title,Content,_wpml_import_language_code,_wpml_import_source_language_code,_wpml_import_translation_group,Summary,Slider_type,Slider_image,Slider_video,Slider_video_thumbnail,"Globe thumbnail image (220x122)","Card Layout","Featured card Image (450x250)","Timeline Thumbnail Image (120x120)","Start Year","End Year (optional)","Historical Context",Location,"Company (Optional)","Company Logo (140x60) (Optional)","Era Highlight (optional)","Highlight Text","Publish To Live","Publish To Staging",Date,Status,Slug
68912,"1970 - Boeing 747 makes its first commercial passenger trip to London","<p>Paul McCartney announces that the Beatles have disbanded</p>
<p>The Aswan High Dam in Egypt is completed</p>",en,,668863,<p>&nbsp;</p>,image|image,https://media.alj.com/app/uploads/2020/07/big-fires-2.jpg|https://media.alj.com/app/uploads/2020/07/big-fires-3.jpg,|,|,https://media.alj.com/app/uploads/2020/07/1970-Boeing-747.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/1970-Boeing-747.jpg,01/01/1970,,world,AU,,,,,1,1,"2020-07-07 08:12:45",publish,south-australia-suffers-its-worst-number-of-fires-killing-at-least-75-people-and-had-injured-another-800
69025,"1971 - The United Arab Emirates was founded on December 2nd","<p>On December 2, 1971, one of those rare occasions occurred with the formation of a new nation.  The United Arab Emirates (UAE) a federation of six Emirates  (Abu Dhabi, Dubai, Sharjah, Ajman, Umm Al Quwain and Fujairah) was created when it established independence from the UK since becoming a British protectorate under an 1892 treaty. The seventh (Ras al Khaimah) joined the federation February 10, 1972</p>
<p>The Voting Age in the United States is lowered to 18 yrs old when the 26th Amendment to the US Constitution is ratified</p>
<p>The Walt Disney World Theme Park is opened</p>
<p>China is admitted to the United Nations UN</p>",en,,668883,<p>&nbsp;</p>,image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-december-1.jpg|https://media.alj.com/app/uploads/2020/07/big-december-3.jpg|https://media.alj.com/app/uploads/2020/07/Unknown_Newspaper_Toyota_Bulletin_Tactical_Ad_Unknown_Date-1971.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_Toyota_Coupons_Promotion_Ad_Unknown_date-1971.jpg,|||,|||,https://media.alj.com/app/uploads/2020/07/globe-december.jpg,big-image,https://media.alj.com/app/uploads/2020/07/feature-december.jpg,,01/01/1971,,world,AE,,,,,1,1,"2020-07-07 08:15:19",publish,the-united-arab-emirates-uae-was-created-on-december-2nd
69286,"1973 - The USA signs Paris Peace Accords","<p>Arab members of the Organization of Petroleum Exporting Countries (OPEC), announce they will restrict production causing the price of oil to increase by 200% and prompting a recession in Europe</p>
<p>Secretariat becomes the first horse since Citation in 1948 to win the Triple Crown in United States horse racing after placing first in the Belmont Stakes</p>
<p>Britain Ireland and Denmark join the European Economic Community (EEC) the forerunner of the European Union</p>
<p>Chrysler and other US car makers close a number of plants affecting 100,000 workers</p>",en,,668925,<p>&nbsp;</p>,image|image|image,https://media.alj.com/app/uploads/2020/07/big-paris-1.jpg|https://media.alj.com/app/uploads/2020/07/big-paris-2.jpg|https://media.alj.com/app/uploads/2020/07/big-paris-3.jpg,||,||,https://media.alj.com/app/uploads/2020/07/globe-paris.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/small-paris.jpg,01/01/1973,,world,US,,,,,1,1,"2020-07-07 08:20:21",publish,the-united-states-ends-its-involvement-in-the-vietnam-war-after-the-signing-of-the-paris-peace-accords
69364,"1974 - The much hyped boxing match between George Foreman and Muhammad Ali takes place","<p>Following impeachment hearings, Richard Nixon becomes the first US president forced to resign, after his involvement in the Watergate Scandal</p>
<p>&nbsp;</p>",en,,668944,"<p>The much hyped boxing match - the Rumble in the Jungle - between George Foreman and Muhammad Ali for Ali to regain his heavyweight title takes place in Kinshasa, Zaire</p>",image|image,https://media.alj.com/app/uploads/2020/07/big-box-1.jpg|https://media.alj.com/app/uploads/2020/07/big-box-4.jpg,|,|,https://media.alj.com/app/uploads/2020/07/globe-box.jpg,small-image,https://media.alj.com/app/uploads/2020/07/feature-box.jpg,https://media.alj.com/app/uploads/2020/07/feature-box.jpg,01/01/1974,,world,CG,,,,,1,1,"2020-07-07 08:24:41",publish,the-much-hyped-boxing-match-between-george-foreman-and-muhammad-ali-takes-place
69617,"1975 - Sony introduces Betamax videotapes and Matsushita / JVC introduce VHS","<p>The Vietnam War ends as Communist forces take Saigon and South Vietnam surrenders unconditionally</p>
<p>Margaret Thatcher became the leader of the opposition for the Conservative party in the UK</p>
<p>Oil goes over Us$ 13.00 per barrel</p>
<p>Sony introduces Betamax videotapes and Matsushita / JVC introduce VHS</p>
<p>One of the very first blockbuster films, JAWS, is released</p>
<p>NASA launches the first joint United States and Soviet Union space flight</p>",en,,668968,<p>&nbsp;</p>,image|image|image|image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-ends-1.jpg|https://media.alj.com/app/uploads/2020/07/big-ends-2.jpg|https://media.alj.com/app/uploads/2020/07/big-ends-3.jpg|https://media.alj.com/app/uploads/2020/07/big-ends-4.jpg|https://media.alj.com/app/uploads/2020/07/big-ends-5.jpg|https://media.alj.com/app/uploads/2020/07/AlMadina_Newspaper_ALJ_Toyota_Crown_Corona_Corolla_Promotion_FullAdpage_19_Mars_1975.jpg|https://media.alj.com/app/uploads/2020/07/AlMadina_Newspaper_ALJ_Toyota_Hilux_Winner_Ad_17_April_1975.jpg|https://media.alj.com/app/uploads/2020/07/AlRiyadh_Newspaper_ALJ_Toyota_KSA_20_Years_Anniversary_Celebration_Advert_27_October_1975.jpg|https://media.alj.com/app/uploads/2020/07/AlRiyadh_Newspaper_Toyota_Corona1800_Ad_12_April_1975.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_Toyot_Wins_Ivory_Coast_Rally__Safari_Africa_1975-.jpg,|||||||||,|||||||||,https://media.alj.com/app/uploads/2020/07/1975-Sony-introduces-Betamax.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/1975-Sony-introduces-Betamax.jpg,01/01/1975,,world,VN,,,,,1,1,"2020-07-07 08:27:32",publish,the-vietnam-war-ends
69730,"1976 - The CN tower in Toronto, Canada is completed and is the the tallest free standing structure in the world","<p>The Apple Computer Company is formed by Steve Jobs and Steve Wozniak</p>
<p>Isabel Peron is deposed as the President of Argentina by a military coup</p>
<p>The first commercial Concorde flights take off during January of 1976 as regular passenger service began</p>
<p>NASA unveils the first space shuttle, the Enterprise</p>
<p>Hua Guofeng becomes the Chairman of the Communist party in China after Mao Zedong dies</p>",en,,668985,"<p>The CN tower in Toronto, Canada is completed and is the the tallest free standing structure in the world</p>",image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-toronto-1-1.jpg|https://media.alj.com/app/uploads/2020/07/big-toronto-2-1.jpg|https://media.alj.com/app/uploads/2020/07/big-toronto-3-1.jpg|https://media.alj.com/app/uploads/2020/07/Okadh_Newspaper_ALJ_MAN_Ad_5_July_1976.jpg,|||,|||,https://media.alj.com/app/uploads/2020/07/globe-toronto.jpg,small-image,https://media.alj.com/app/uploads/2020/07/feature-toronto.jpg,https://media.alj.com/app/uploads/2020/07/1976-The-CN-tower-in-Toronto.jpg,01/01/1976,,world,CA,,,,,1,1,"2020-07-07 08:31:07",publish,the-cn-tower-in-toronto-canada-is-completed-and-is-the-the-tallest-free-standing-structure-in-the-world
69731,"1977 - Egyptian President Anwar Sadat makes a historic visit to Israel","<p>The Atari 2600, also known as the Atari Video Computer System, was first released</p>
<p>The “King of Rock and Roll,” Elvis Presley, is found dead of an apparent heart attack at the age of 42</p>
<p>The US returns the Panama Canal back to Panama</p>
<p>The first Star Wars film, 'Star Wars: Episode IV - A New Hope', premieres</p>
<p>Jimmy Carter Takes Over as President of United States</p>",en,,668986,<p>&nbsp;</p>,image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-anwar-1.jpg|https://media.alj.com/app/uploads/2020/07/big-anwar-3.jpg|https://media.alj.com/app/uploads/2020/07/big-anwar-4.jpg|https://media.alj.com/app/uploads/2020/07/Okadh_Newspaper_ALJ_Toyota_Brands_Promotion_Ad_16_October_1977.jpg|https://media.alj.com/app/uploads/2020/07/Okadh_Newspaper_ALJ_Toyota_Forklift_Ad_24_July_1977.jpg|https://media.alj.com/app/uploads/2020/07/Okadh_NewspaperALJ_Toyota_Brands_Coupons_Promotion_20_October_1977.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_Ramadan_Toyot_Brands_Promotion_Ad_1977.jpg,||||||,||||||,https://media.alj.com/app/uploads/2020/07/globe-anwar.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/1977-Egyptian-President-Anwar-Sadat.jpg,01/01/1977,,world,EG,,,,,1,1,"2020-07-07 08:33:46",publish,egyptian-president-anwar-sadat-makes-a-historic-visit-to-israel
69733,"1978 - The VW Beetle ceases production","<div style=""float: right; width: 180px; margin-left: 15px;""><br />
<h5> </h5>
</div>
<p>After nearly 30 years, the much loved Volkswagen Beetle stops production (in Europe) having manufactured 20 million cars</p>
<p>NASA unveils the first group of women astronauts</p>
<p>The Double Eagle II balloon, piloted by Larry Newman, Ben Abruzzo, and Maxie Anderson, became the first balloon to complete a transatlantic flight</p>
<p>The world’s first human conceived through in-vitro fertilization (IVF), Louise Brown, was born on July 25th in the United Kingdom</p>
<p>The country of Spain restored its democracy and ended forty years of a dictatorship under Francisco Franco.</p>",en,,668987,<p>&nbsp;</p>,image|image|image|image|image|image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-beetle-1-1.jpg|https://media.alj.com/app/uploads/2020/07/AlBilad_Newspaper_Yarmouk_Club_Acknowledgment_to_ALJ_for_providing_Toyota_Bus_Gift_11_September_1978.jpg|https://media.alj.com/app/uploads/2020/07/AlMadina_ALJ_Best_Football_Player_Two_Toyota_cars_Awards_Ad_16_October_1978.jpg|https://media.alj.com/app/uploads/2020/07/AlMadina_Newspaper_ALJ_Corona2000_promotion_Ad_8_October_1978.jpg|https://media.alj.com/app/uploads/2020/07/Okadh_Newspaper_ALJ_Result_of_Have_a_Safe_Road_Awards_Toyota_Ad_15_September_1978.jpg|https://media.alj.com/app/uploads/2020/07/Okadh_Newspaper_ALJ_ALJ_Toyota_Carina_Ad__Parts_services_relocation_6_October_1978.jpg|https://media.alj.com/app/uploads/2020/07/AlBilad_Newspaper_Yarmouk_Club_Acknowledgment_to_ALJ_for_providing_Toyota_Bus_Gift_11_September_1978-1.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_New_Toyota_Corola_Ad_6_August_1978.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_Toyota_Traffic_Awareness_Competition_17_June_1978.jpg|https://media.alj.com/app/uploads/2020/07/big-beetle-2.jpg|https://media.alj.com/app/uploads/2020/07/big-beetle-3.jpg|https://media.alj.com/app/uploads/2020/07/big-beetle-4.jpg,|||||||||||,|||||||||||,https://media.alj.com/app/uploads/2020/07/globe-beetle.jpg,small-image,https://media.alj.com/app/uploads/2020/07/feature-beetle.jpg,https://media.alj.com/app/uploads/2020/07/feature-beetle.jpg,01/01/1978,,world,GB,,,,,1,1,"2020-07-07 08:36:10",publish,the-volkswagen-beetle-stops-production
69734,"1979 - Voyager I photo reveals Jupiter's rings","<p>Voyager 1 made its closest approach to Jupiter and made observations about the moons, rings, radiation, and magnetic fields of the solar system’s largest planet</p>
<p>The ESPN (Entertainment and Sports Programming Network) television network is launched on cable television</p>
<p>The Soviet Union and the United States sign the SALT II Treaty</p>",en,,668988,"<p>The multiple exposure of the extremely thin faint ring appears as a broad light band crossing the center of the picture</p>",image|image|image,https://media.alj.com/app/uploads/2020/07/big-voyager-1.jpg|https://media.alj.com/app/uploads/2020/07/big-voyager-3.jpg|https://media.alj.com/app/uploads/2020/07/big-voyager-4.jpg,||,||,https://media.alj.com/app/uploads/2020/07/globe-voyager.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/small-voyager.jpg,01/01/1979,,world,GB,,,,,1,1,"2020-07-07 08:38:44",publish,voyager-i-photo-reveals-jupiters-rings
69735,"1980 - Japan becomes the world's largest auto producing country","<p>The Rubik’s Cube puzzle toy debuts internationally during January at a toy fair in London</p>
<p>3M begins sales of it's latest product Post-It Notes invented by Arthur Fry and Spencer Silver</p>
<p>Severe Summer Heat Wave in Southern USA</p>",en,,668989,<p>&nbsp;</p>,image|image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-auto-1.jpg|https://media.alj.com/app/uploads/2020/07/AlJazeera_Newspaper_ALJ_Toyota_Hilux_pickup_Number_One_In_Saudi_Arabia__Klay_21_December_1980.jpg|https://media.alj.com/app/uploads/2020/07/big-auto-2.jpg|https://media.alj.com/app/uploads/2020/07/big-auto-4.jpg|https://media.alj.com/app/uploads/2020/07/AlMadina_Newspaper_ALJ_Toyota_New_Vans_Ad_14_August_1980.jpg|https://media.alj.com/app/uploads/2020/07/Okadh_Newspaper_ALJ_Toyota_Mohamed_Ali_Klay_World_Championship_Cars_Ad_11_October_1980.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_Mohamed_Ali_Klay_Toyota_Corola_FullPageAd_1980.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_Toyota_New_Corola_1981_Mohamed_Ali_Klay_Ad_18_November_1980.jpg,|||||||,|||||||,https://media.alj.com/app/uploads/2020/07/globe-auto.jpg,big-image,https://media.alj.com/app/uploads/2020/07/feature-auto.jpg,,01/01/1980,,world,JP,,,,,1,1,"2020-07-07 08:40:59",publish,japan-becomes-the-worlds-largest-auto-producing-country
72129,"2020 - World Health Organization formally declares COVID-19 pandemic","<p>Following its announcement that COVID-19 was a Public Health Emergency in January, the World Health Organization declared the virus as a pandemic on March 11, 2020.  Countries implemented their own lockdowns in a bid to stop the spread of the disease.  The year ended on a positive note as vaccines were approved and starting to be distributed.</p>
<p>The US administration announced it had helped broker the Abraham Accord, a deal in which the UAE and Bahrain recognized Israel in return for Israel’s pledge to forgo annexing territory in the West Bank.  After the official signing, Sudan and Morocco joined the deal.</p>
<p>United Kingdom formally leaves the European Union.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",en,,669332,"<p>World Health Organization formally declares COVID-19 pandemic</p>",image|image|image,https://media.alj.com/app/uploads/2021/04/fusion-medical-animation-rnr8D3FNUNY-unsplash.jpg|https://media.alj.com/app/uploads/2020/07/Abraham-Accords-flags.jpg|https://media.alj.com/app/uploads/2020/07/2020-UK-formally-leaves-European-Union-1.jpg,||,||,https://media.alj.com/app/uploads/2021/04/fusion-medical-animation-rnr8D3FNUNY-unsplash.jpg,small-image,https://media.alj.com/app/uploads/2020/07/2020-UK-formally-leaves-European-Union-1.jpg,https://media.alj.com/app/uploads/2021/04/fusion-medical-animation-rnr8D3FNUNY-unsplash.jpg,01/01/2020,12/31/2020,world,GB,,,,,1,1,"2020-07-14 07:09:15",publish,the-united-kingdom-formally-leaves-the-european-union
74355,"1981- Saudi Arabia a founding member of the GCC (Gulf Cooperation Council)","<p>The regional Gulf Cooperation Council (GCC) is established with the Kingdom of Saudi Arabia among its founding member states</p>
<p>Lady Diana Spencer marries Charles, Prince of Wales</p>
<p>NASA launched the very first Space Shuttle mission, carrying two astronauts, Robert Crippen and John Young, into space to complete the inaugural flight of the Space Shuttle program</p>
<p>The popular film “Raiders of the Lost Ark” makes its debut in theaters throughout the United States</p>
<p>The first DeLorean DMC-12 futuristic sports car was produced, known for its distinctive gull-wing doors and stainless steel body panels, the vehicle garnered a lot of attention for its unusual look</p>
<p>An unknown piece of music written by Mozart is discovered at the Bavarian State Library</p>
<p>Ronald Reagan becomes US President</p>
<p>The first high speed train service in Europe begins with the French TGV / high-speed train between Paris and Lyon</p>",en,,669647,<p>&nbsp;</p>,image|image|image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-gcc-1.jpg|https://media.alj.com/app/uploads/2020/07/big-gcc-2.jpg|https://media.alj.com/app/uploads/2020/07/big-gcc-3.jpg|https://media.alj.com/app/uploads/2020/07/big-gcc-4.jpg|https://media.alj.com/app/uploads/2020/07/big-gcc-5.jpg|https://media.alj.com/app/uploads/2020/07/big-gcc-6.jpg|https://media.alj.com/app/uploads/2020/07/Okadh_Newspaper_ALJ_Toyota_Cressida_1981_Ad_11_March_1981.jpg|https://media.alj.com/app/uploads/2020/07/Okadh_Newspaper_ALJ_Toyota_Maintenance_Service_Ad_5_July_1981.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_Toyota_cars_Mohamed_Ali_Klay_Ad_1981.jpg,||||||||,||||||||,https://media.alj.com/app/uploads/2020/07/globe-gcc.jpg,big-image,https://media.alj.com/app/uploads/2020/07/feature-gcc.jpg,,01/01/1981,,world,SA,,,,,1,1,"2020-07-20 09:20:22",publish,saudi-arabia-is-a-founding-member-of-the-gcc-gulf-cooperation-council
74420,"1982 - First artificial heart transplanted","<p>Queen Elizabeth II and Prime Minister Pierre Trudeau signed the Proclamation of the Constitution Act in Canada</p>
<p>Doctors performed the first implant of a permanent artificial heart designed by Robert Jarvik</p>",en,,669658,<p>&nbsp;</p>,image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-micheal-2.jpg|https://media.alj.com/app/uploads/2020/07/big-micheal-3.jpg|https://media.alj.com/app/uploads/2020/07/AlMadina_Newspaper_ALJ_Toyota_Corona1982_Ad_4_July_1982.jpg|https://media.alj.com/app/uploads/2020/07/AlNadwa_Newspaper_ALJ_Toyota_Corola_1982_Ad_7_february_1982.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_New_Opening_Of_AlMedina_Dealer_1_February_1982.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_Toyota_LandCruiser_Ad_1982.jpg|https://media.alj.com/app/uploads/2020/07/Unkwon_Newspaper_ALJ_Toyota_Brands_Promotion_Ad_Payment_in_Installements_Unknown_date-1982.jpg,||||||,||||||,https://media.alj.com/app/uploads/2020/07/1982-Doctors-performed-first-implant-of-a-permanent-artificial-heart.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/1982-Doctors-performed-first-implant-of-a-permanent-artificial-heart.jpg,01/01/1982,,world,US,,,,,1,1,"2020-07-20 09:25:19",publish,michael-jacksons-groundbreaking-album-thriller-was-released
74456,"1983 - The first cellular/mobile phones introduced to the public by the Motorola Company","<p>President Ronald Reagan proposes the Strategic Defense Initiative (SDI)</p>
<p>The video game Mario Bros. was first released as a Nintendo arcade game in Japan</p>
<p>Seatbelt use for drivers and front seat passengers becomes mandatory in the United Kingdom</p>",en,,669664,<p>&nbsp;</p>,image|image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-mobile-1.jpg|https://media.alj.com/app/uploads/2020/07/big-mobile-2.jpg|https://media.alj.com/app/uploads/2020/07/big-mobile-3.jpg|https://media.alj.com/app/uploads/2020/07/AlMadina_Newspaper_ALJ_Toyota_LandCruiser_Ad_3_April_1983-.jpg|https://media.alj.com/app/uploads/2020/07/AlNadwa_Newspaper_ALJ_500_Riyal_Gift_to_Buy_Toyota_Hilux_1_November_1983.jpg|https://media.alj.com/app/uploads/2020/07/Unknow_Newspaper_ALJ_Toyota_Brands_launch_Ad_1983.jpg|https://media.alj.com/app/uploads/2020/07/Unkwon_Newspaper_ALJ_Toyota_Ramadan_Big_Competition_Ad_Unkown_date-1983.jpg|https://media.alj.com/app/uploads/2020/07/Unknown_Newspaper_ALJ_Toyota_Corona_Mark2_Hajj_Ad_Unknown_Date-1983.jpg,|||||||,|||||||,https://media.alj.com/app/uploads/2020/07/globe-mobile.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/big-mobile-1.jpg,01/01/1983,,world,US,,,,,1,1,"2020-07-20 09:28:07",publish,the-first-mobile-phones-are-introduced-to-the-public-by-the-motorola-company
74485,"1984 - The UK and China agree Hong Kong will revert to China in 1997","<p>The original Apple Macintosh personal computer went on sale</p>
<p>Britain and Ireland's top pop musicians gathered in a Notting Hill studio to form Band Aid and recorded the song ""Do They Know It's Christmas"" in order to raise money for famine relief in Ethiopia</p>
<p>Colonel Joe Kittinger becomes the first person to complete a solo transatlantic flight in a helium balloon</p>",en,,669669,<p>&nbsp;</p>,image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-uk-1.jpg|https://media.alj.com/app/uploads/2020/07/AlJazeera_Newspaper_ALJ_Toyota_Hilux_Ad_11_June_1984.jpg|https://media.alj.com/app/uploads/2020/07/AlMadina_Newspaper_ALJ_Toyota_Vans_Ad_9_August_1984.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_Toyota_Cressida_Equal_to_Gold_Ad_1984.jpg|https://media.alj.com/app/uploads/2020/07/big-uk-2.jpg|https://media.alj.com/app/uploads/2020/07/big-uk-3.jpg|https://media.alj.com/app/uploads/2020/07/big-uk-4.jpg,||||||,||||||,https://media.alj.com/app/uploads/2020/07/globe-uk.jpg,small-image,https://media.alj.com/app/uploads/2020/07/feature-uk.jpg,https://media.alj.com/app/uploads/2020/07/1984-UK-and-China-agree-Hong-Kong-will-revert-to-China.jpg,01/01/1984,,world,CN,,,,,1,1,"2020-07-20 09:33:16",publish,the-uk-and-china-agree-hong-kong-will-revert-to-china-in-1997
74528,"1985 - Greenpeace ship Rainbow Warrior sunk","<p>The Greenpeace ship Rainbow Warrior is sunk off New Zealand, by French agents</p>
<p>Live Aid pop concerts in Philadelphia and London raise over 50 million for famine relief in Ethiopia</p>
<p>The United Kingdom and Spain agree to reopen the border between Gibraltar and Spain</p>
<p>Mikhail Gorbachev replaces Konstantin Chernenko as Soviet leader</p>
<p>The first mobile phone call is made in the UK by Ernie Wise</p>",en,,669676,<p>&nbsp;</p>,image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-green-1-2.jpg|https://media.alj.com/app/uploads/2020/07/big-green-2-2.jpg|https://media.alj.com/app/uploads/2020/07/big-green-3-1.jpg|https://media.alj.com/app/uploads/2020/07/big-green-4-1.jpg|https://media.alj.com/app/uploads/2020/07/AlMadina_Newspaper_ALJ_Toyota_LandCruiser1985_Ad_30_June_1985.jpg|https://media.alj.com/app/uploads/2020/07/Unknown_Newspaper_ALJ_New_Toyota_II_Ad_Unkown_date-1985.jpg,|||||,|||||,https://media.alj.com/app/uploads/2020/07/globe-green-2.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/small-green.jpg,01/01/1985,,world,NZ,,,,,1,1,"2020-07-20 09:40:10",publish,the-greenpeace-ship-rainbow-warrior-is-sunk-when-french-agents-plant-a-bomb-on-the-hull-killing-photographer-fernando-pereira
74636,"1986 - Richard Branson breaks world record for fastest Atlantic crossing","<p>The Soviet nuclear reactor at Chernobyl explodes, causing release of radioactive material across much of Europe</p>
<p>The Comet Halley reaches the closest point to the Earth, during its second visit to the solar system in the 20th century</p>
<p>The stage musical ""Phantom of the Opera"" debuts in London's West End</p>
<p>Richard Branson breaks the world record for the fastest crossing of the Atlantic on the 72 ft powerboat Virgin Challenger II</p>
<p>Spain and Portugal join the EEC</p>",en,,669693,<p>&nbsp;</p>,image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-comet-1-1.jpg|https://media.alj.com/app/uploads/2020/07/big-comet-2-1.jpg|https://media.alj.com/app/uploads/2020/07/big-comet-3-1.jpg|https://media.alj.com/app/uploads/2020/07/1986-Soviet-nuclear-reactor-at-Chernobyl-explodes.jpg|https://media.alj.com/app/uploads/2020/07/Unkown_Newspaper_ALJ_Toyota_Hardtop_New_Brand_Ad_1986.jpg,||||,||||,https://media.alj.com/app/uploads/2020/07/1986-Richard-Branson-breaks-the-world-record-for-the-fastest-crossing-of-the-Atlantic.jpg,small-image,https://media.alj.com/app/uploads/2020/07/feature-comet.jpg,https://media.alj.com/app/uploads/2020/07/1986-Richard-Branson-breaks-the-world-record-for-the-fastest-crossing-of-the-Atlantic.jpg,01/01/1986,,world,GB,,,,,1,1,"2020-07-20 09:48:38",publish,comet-halley-reaches-the-closest-point-to-the-earth-during-its-second-visit-to-the-solar-system-in-the-20th-century
74672,"1987 - Mikhail Gorbachev and Ronald Reagan sign the INF Treaty","<p>The SN 1987A supernova became the first observable by the naked-eye and first supernova to be seen since 1604, when the light from the exploding star began reaching Earth</p>
<p>Britain’s Inter-City 125 high-speed train sets a world record for the fastest diesel-powered train</p>
<p>The Disney corporation and France agree to create an amusement park</p>",en,,669699,<p>&nbsp;</p>,image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-supernova-1.jpg|https://media.alj.com/app/uploads/2020/07/big-supernova-2.jpg|https://media.alj.com/app/uploads/2020/07/big-supernova-3.jpg|https://media.alj.com/app/uploads/2020/07/big-supernova-4.jpg,|||,|||,https://media.alj.com/app/uploads/2020/07/1987-Mikhail-Gorbachev-and-Ronald-Reagan-sign-the-INF-Treaty.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/1987-Mikhail-Gorbachev-and-Ronald-Reagan-sign-the-INF-Treaty.jpg,01/01/1987,,world,US,,,,,1,1,"2020-07-20 09:52:14",publish,the-sn-1987a-supernova-became-the-first-observable-by-the-naked-eye-supernova-to-be-seen-from-earth-since-1604-when-the-light-from-the-exploding-star-began-reaching-earth
74708,"1988 - Faith Sultan Mehmet Bridge across the Bosphorus completed","<p>Construction on the Faith Sultan Mehmet Bridge, also known as the Second Bosphorus Bridge, is completed</p>
<p>&nbsp;</p>",en,,669705,<p>&nbsp;</p>,image,https://media.alj.com/app/uploads/2020/07/big-faith-1.jpg,,,https://media.alj.com/app/uploads/2020/07/globe-faith.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/small-faith.jpg,01/01/1988,,world,TR,,,,,1,1,"2020-07-20 09:55:47",publish,construction-on-the-faith-sultan-mehmet-bridge-also-known-as-the-second-bosphorus-bridge-is-completed
74744,"1989 - Toyota launches it's all-new luxury brand: Lexus","<p>Toyota launches it's luxury brand: Lexus</p>
<p>Protests on either side of the Berlin Wall bring about the collapse of the East German Government; the Berlin Wall is breached and eventually dismantled</p>",en,,669711,<p>&nbsp;</p>,image|image,https://media.alj.com/app/uploads/2020/07/big-lexus-1-1.jpg|https://media.alj.com/app/uploads/2020/07/big-lexus-3-1.jpg,|,|,https://media.alj.com/app/uploads/2020/07/globe-lexus-2.jpg,small-image,https://media.alj.com/app/uploads/2020/07/feature-lexus.jpg,https://media.alj.com/app/uploads/2020/07/feature-lexus.jpg,01/01/1989,,world,JP,,,,,1,1,"2020-07-20 09:59:14",publish,toyota-launches-its-luxury-brand-lexus
74780,"1990 - Tim Berners-Lee publishes his formal proposal for the World Wide Web","<p>North and South Yemen, also known as the Yemen Arab Republic and the People’s Democratic Republic of Yemen, are unified as the Republic of Yemen</p>
<p>NASA’s STS-31 mission deploys the Hubble Space Telescope</p>
<p>The Saturn range of cars is launched by General Motors (GM)</p>",en,,669723,<p>&nbsp;</p>,image|image|image,https://media.alj.com/app/uploads/2020/07/big-lee-1.jpg|https://media.alj.com/app/uploads/2020/07/big-lee-2.jpg|https://media.alj.com/app/uploads/2020/07/big-lee-4.jpg,||,||,https://media.alj.com/app/uploads/2020/07/globe-lee.jpg,small-image,,https://media.alj.com/app/uploads/2020/07/small-lee.jpg,01/01/1990,,world,CH,,,,,1,1,"2020-07-20 10:05:46",publish,tim-berners-lee-publishes-his-formal-proposal-for-the-world-wide-web
